Major,Minor,Name,"  91
CPG US ENTITIES CANADIAN GAAP"," 100
CPRP"," 105
CPEC"," 110
CPHI"," 120
CPEUSI"," 125
CPEUSC"," 127
CPUSHC"," 129
CONSOLDIATION / ELMINIATION ORG US"," 130
LUXCO - CRESPENT POINT ENERGY LUX SARL"," 131
LUXCO - CRESCENT POINT ENERGY LUX SARL"," 145
CRESCENT POINT ENERGY US CORP (CPEUS)"," 147
CRESCENT POINT US HOLDINGS CORP (CPEUSH)"," 149
CONSOLIDATION / ELIMINATION ORG US"," 191
IFRS 16 LEASES - US"," 198
CEO"," 206
UTE UPSTREAM HOLDINGS LLC"," 207
UTE ENERGY MANAGEMENT LLC"," 208
UTE ENERGY MANAGEMENT INC"," 213
LEGACY OIL + GAS INC"," 215
LEGACY COMMUNITY FOUNDATION",Total
100,140,BMO BANK - CPEC - BROKERAGE,0,0,"10,542,568.83",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,542,568.83"
110,5,A/R - JOINT VENTURE - OP,0,"-25,313,898.53",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-25,313,898.53"
110,6,A/R - JOINT VENTURE - NON-OP,0,"328,924.53",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"328,924.53"
110,9,REVENUE - POOL PRICING - UNSUBLEDGERED,0,"-883,630.08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-883,630.08"
110,10,A/R - REVENUE - MARKETING,0,"-14,943,337.64",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-14,943,337.64"
110,11,A/R - REVENUE - POOL PRICING,0,"19,725,895.56",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"19,725,895.56"
110,12,A/R - REVENUE - PROCESSING,0,"8,286.86",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8,286.86"
110,13,ACCRUED REVENUE,0,"51,633,944.54",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"51,633,944.54"
110,15,A/R - LEASE RENTALS,0,"-47,559.23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-47,559.23"
110,20,A/R - CASH CALLS RECEIVABLE,0,"8,593.39",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8,593.39"
110,21,A/R - OPERATING ADVANCE RECEIVABLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,30,A/R - OTHER,0,"-790,710.18","5,485,592.15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,694,881.97"
110,31,HR-MISCELLANEOUS,0,0,"68,100.51",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"68,100.51"
110,35,A/R ACCRUALS - FINANCIAL REPORTING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,40,A/R - GST RECEIVABLE,0,"-397,365.59","-3,506.25",0,0,"-7,747.02",0,0,0,0,"-173,682.75",0,0,0,0,0,0,0,0,0,"-582,301.61"
110,44,A/R - GST RECEIVABLE (ORG 105),0,"-355,830.60","-7,919.22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-363,749.82"
110,55,A/R - ALLOWANCE FOR DOUBTFUL,0,"-96,355.23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-96,355.23"
110,60,A/R - ROYALTY INCOME RECEIVABLE,0,"663,499.90",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"663,499.90"
110,75,ACCRUED REALIZED HEDGING AR (FR ONLY),0,"-14,945,409.64",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-14,945,409.64"
110,998,AR JIB SUSPENSE,0,0,0,0,0,0,0,0,0,0,"5,918,859.14",0,0,0,0,0,0,0,0,0,"5,918,859.14"
110,999,JIB CLEARING ACCOUNT,0,"-150,076.38",0,0,0,1.98,0,0,0,0,"411,297.55",0,0,0,0,0,0,0,0,0,"261,223.15"
111,5,A/R - JOINT VENTURE - OP - USD,0,0,0,0,0,"-697,251.83",0,0,0,0,"-7,592,980.57",0,0,0,0,0,0,0,0,0,"-8,290,232.40"
111,6,A/R - JOINT VENTURE - NON-OP - USD,0,0,0,0,0,"-3,008.87",0,0,0,0,"-2,906.33",0,0,0,0,0,0,0,0,0,"-5,915.20"
111,10,A/R - REVENUE - MARKETING USD,0,0,0,0,0,"487,358.53",0,0,0,0,"1,252,406.83",0,0,0,0,0,0,0,0,0,"1,739,765.36"
111,11,A/R - REVENUE - POOL PRICING USD,0,-424.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-424.84
111,13,ACCRUED REVENUE,0,"11,096,219.74",0,0,0,"-2,668,662.05",0,0,0,0,"-13,340,416.14",0,0,0,0,0,0,0,0,0,"-4,912,858.45"
111,15,A/R - LEASE RENTALS - USD,0,0,0,0,0,"-1,471.93",0,0,0,0,"41,545.79",0,0,0,0,0,0,0,0,0,"40,073.86"
111,20,A/R - CASH CALLS USD,0,0,0,0,0,"-28,853.67",0,0,0,0,"628,386.06",0,0,0,0,0,0,0,0,0,"599,532.39"
111,30,A/R - OTHER - USD,0,"4,434.09",0,0,0,"-25,726.98",0,0,"1,049.70","1,049.70","-3,066,246.96",0,0,0,0,0,0,0,0,0,"-3,085,440.45"
111,31,HR - MISCELLANEOUS,0,0,0,0,0,"-6,638.91",0,0,0,0,"-16,142.96",0,0,0,0,0,0,0,0,0,"-22,781.87"
111,36,A/R ACCRUALS USD - OPERATIONS REPORTING,0,0,0,0,0,0,0,0,0,0,"3,968,701.24",0,0,0,0,0,0,0,0,0,"3,968,701.24"
111,40,VAT RECEIVABLE,0,0,0,0,0,0,0,0,"8,307.66","8,307.66",0,0,0,0,0,0,0,0,0,0,"16,615.32"
111,45,A/R - SUSPENSE USD,0,0,0,0,0,396.26,0,0,0,0,-123.33,0,0,0,0,0,0,0,0,0,272.93
111,50,ACQUISITIONCO - USD,0,0,0,0,0,-0.02,0,0,0,0,"-5,006,232.02",0,0,0,0,0,0,0,0,0,"-5,006,232.04"
111,55,A/R - ALLOWANCE FOR DOUBTFUL ACCOUNTS,0,0,0,0,0,"4,358.85",0,0,0,0,"4,358.85",0,0,0,0,0,0,0,0,0,"8,717.70"
120,5,PREPAID - INSURANCE,0,"933,200.26",0,0,0,"-20,358.31",0,0,0,0,"164,660.48",0,0,0,0,0,0,0,0,0,"1,077,502.43"
120,10,PREPAID - SOFTWARE,0,"1,740,231.97",0,0,0,"-24,188.37",0,0,0,0,"301,700.00",0,0,0,0,0,0,0,0,0,"2,017,743.60"
120,15,DEPOSIT - GENERAL,0,"2,137,141.43",0,0,0,"-21,546.95",0,0,0,0,"-27,566.00",0,0,0,0,0,0,0,0,0,"2,088,028.48"
160,5,RISK MGMT ASSET - OIL,0,"-10,031,401.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-10,031,401.00"
160,6,RISK MGMT ASSET - USD OIL,0,"-6,653,713.18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-6,653,713.18"
160,10,RISK MGMT ASSET - GAS,0,"-9,534,928.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-9,534,928.00"
160,15,RISK MGMT ASSET - INTEREST,0,"536,936.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"536,936.00"
160,25,RISK MGMT ASSET - FX,0,0,"-400,503.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-400,503.00"
160,35,RISK MANAGEMENT ASSET - CCIRS,0,0,"17,724,474.24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"17,724,474.24"
160,45,RISK MGMT ASSET - LIBOR CCIRS,0,0,"-69,441,912.43",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-69,441,912.43"
165,5,ASSETS HELD FOR SALE,0,"213,840,029.83",0,0,0,0,0,0,0,0,"771,163,415.42",0,0,0,0,0,0,0,0,0,"985,003,445.25"
180,66,I/C CPRP - CPEC,0,"671,479,823.10","-671,479,823.10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,68,I/C CPRP - CPHI,0,"-3,080.83",0,"3,080.83",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,70,I/C CPEC - CPHI,0,0,"2,163.71","-2,163.71",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,5,I/C - CPRP - CPEUS MANUAL INPUT - CAD,0,0,0,0,0,-0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03
187,6,CPRP - CPEUS MANUAL INPUT - EXCALIBUR,0,"200,609.92",0,0,0,0,0,0,0,0,"-200,609.93",0,0,0,0,0,0,0,0,0,-0.01
187,7,CPRP - CPEUS MANUAL INPUT - CANADA,0,"-973,931.44",0,0,0,0,0,0,0,0,"973,931.53",0,0,0,0,0,0,0,0,0,0.09
187,10,CPEC-CPEUS MANUAL INPUT-USD,0,0,"88,707.40",0,0,"-4,974.66",0,0,0,0,"-88,707.41",0,0,0,0,0,0,0,0,0,"-4,974.67"
187,15,CPEC - CPEUS MANUAL INPUT - CAD,0,0,0,0,0,-0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01
187,16,CPEC - CPEUS MANUAL INPUT - CAD,0,0,"-230,625.00",0,0,0,0,0,0,0,"230,626.88",0,0,0,0,0,0,0,0,0,1.88
187,20,CPEUS - CPRP - $USD,0,"46,621.56",0,0,0,"29,558.14",0,0,0,0,"-46,621.57",0,0,0,0,0,0,0,0,0,"29,558.13"
200,5,ACQ - INTANGIBLE (ACCT USE ONLY),"-12,349.76","28,398,543.52",0,0,0,"-31,568,494.51",0,0,0,0,"-29,421,390.20",0,0,0,0,0,0,0,0,0,"-32,603,690.95"
200,10,ACQ - TANGIBLE (ACCT USE ONLY),0,"7,082,692.67",0,0,0,"-6,786,553.47",0,0,0,0,"-6,814,812.36",0,0,0,0,0,0,0,0,0,"-6,518,673.16"
200,12,ACQ - SEISMIC (ACCT USE ONLY),0,0,0,0,0,"-174,171.73",0,0,0,0,"-174,171.73",0,0,0,0,0,0,0,0,0,"-348,343.46"
200,15,ACQ - MISC INTERESTS (ACCT USE ONLY),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,20,DO NOT USE - ACQUISITION COSTS,0,0,0,0,0,-191.75,0,0,0,0,-191.75,0,0,0,0,0,0,0,0,0,-383.5
200,25,DISP - INTANGIBLE (ACCT USE ONLY),0,"-1,057,962,027.26",0,0,0,"301,873.94",0,0,0,0,"-76,586,447.45",0,0,0,0,0,0,0,0,0,"-1,134,246,600.77"
200,30,DISP - TANGIBLE (ACCT USE ONLY),0,"-266,786,271.64",0,0,0,"22,693.35",0,0,0,0,"-19,129,712.28",0,0,0,0,0,0,0,0,0,"-285,893,290.57"
200,32,DISP - SEISMIC (ACCT USE ONLY),0,"-15,072,000.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-15,072,000.00"
200,430,"LICENCE, PERMITS & FEES",0,0,0,0,0,0,0,0,0,0,"1,941.35",0,0,0,0,0,0,0,0,0,"1,941.35"
201,5,PP&E ASSETS HELD FOR SALE,0,"-380,457,859.13",0,0,0,0,0,0,0,0,"-2,986,156,554.33",0,0,0,0,0,0,0,0,0,"-3,366,614,413.46"
205,5,BONUS - CROWN,0,"1,715,017.09",0,0,0,"-1,023,466.15",0,0,0,0,"827,652.31",0,0,0,0,0,0,0,0,0,"1,519,203.25"
205,7,BONUS - FREEHOLD,0,"1,245,055.89",0,0,0,"-2,788,656.38",0,0,0,0,"-2,341,148.96",0,0,0,0,0,0,0,0,0,"-3,884,749.45"
205,9,UNDEVELOPED LAND ACQUISITIONS,0,"4,478.36",0,0,0,"-19,926,129.80",0,0,0,0,"-19,959,675.47",0,0,0,0,0,0,0,0,0,"-39,881,326.91"
205,10,UNDEVELOPED LAND DISPOSITIONS,0,"-58,338,208.91",0,0,0,"1,004,962.64",0,0,0,0,"-33,950,441.25",0,0,0,0,0,0,0,0,0,"-91,283,687.52"
205,410,FIRST YEAR'S LEASE RENTAL,0,"62,260.72",0,0,0,-200.04,0,0,0,0,-200.04,0,0,0,0,0,0,0,0,0,"61,860.64"
205,420,BROKER FEE - CROWN,0,297,0,0,0,"-11,074.24",0,0,0,0,"-5,076.03",0,0,0,0,0,0,0,0,0,"-15,853.27"
205,425,BROKER FEE - FREEHOLD,0,"357,547.53",0,0,0,"-545,484.93",0,0,0,0,"568,124.48",0,0,0,0,0,0,0,0,0,"380,187.08"
205,430,"LICENSE, PERMITS & FEES",0,"-5,452.75",0,0,0,"-45,482.65",0,0,0,0,"12,915.88",0,0,0,0,0,0,0,0,0,"-38,019.52"
205,431,"ESTMA - LICENSE, PERMITS & FEES",0,0,0,0,0,"-3,471.40",0,0,0,0,"41,615.77",0,0,0,0,0,0,0,0,0,"38,144.37"
205,600,E&E LAND ALLOCATION,0,0,0,0,0,"-844,016.87",0,0,0,0,"-844,016.87",0,0,0,0,0,0,0,0,0,"-1,688,033.74"
205,998,E&E LAND TRANSFERS,0,"-2,151,781.90",0,0,0,"3,299,048.82",0,0,0,0,"890,423.23",0,0,0,0,0,0,0,0,0,"2,037,690.15"
205,999,ACCRUAL - UNDEVELOPED LAND ACQ & DISP,0,108.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.22
206,5,UNDEVELOPED LAND ASSETS HELD FOR SALE,0,0,0,0,0,0,0,0,0,0,"-365,168,811.30",0,0,0,0,0,0,0,0,0,"-365,168,811.30"
210,155,CROWN LEASE RENTALS - MINERAL,0,"843,727.85",0,0,0,"-146,668.56",0,0,0,0,"324,830.73",0,0,0,0,0,0,0,0,0,"1,021,890.02"
210,160,CROWN LEASE RENTALS - SURFACE,0,"147,002.34",0,0,0,"-4,390.98",0,0,0,0,"-4,390.98",0,0,0,0,0,0,0,0,0,"138,220.38"
210,165,FREEHOLD LEASE RENTALS - MINERAL,0,"34,659.45",0,0,0,"-358,704.73",0,0,0,0,"797,433.47",0,0,0,0,0,0,0,0,0,"473,388.19"
210,170,FREEHOLD LEASE RENTALS - SURFACE,0,"1,528,286.36",0,0,0,"-38,005.10",0,0,0,0,"-999,442.82",0,0,0,0,0,0,0,0,0,"490,838.44"
210,250,DAMAGES & EASEMENTS,0,0,0,0,0,"-67,185.90",0,0,0,0,"-57,485.24",0,0,0,0,0,0,0,0,0,"-124,671.14"
210,280,BROKER FEES,0,0,0,0,0,"-34,439.33",0,0,0,0,"-34,439.33",0,0,0,0,0,0,0,0,0,"-68,878.66"
210,431,"ESTMA - LICENSE, PERMITS & FEES",0,200,0,0,0,-367.15,0,0,0,0,-367.15,0,0,0,0,0,0,0,0,0,-534.3
215,5,SEISMIC - DATA PROCESSING,0,"140,657.30",0,0,0,"-53,749.98",0,0,0,0,"103,331.18",0,0,0,0,0,0,0,0,0,"190,238.50"
215,10,SEISMIC - DATA SALES,0,"-419,765.25",0,0,0,"3,548.15",0,0,0,0,"3,548.15",0,0,0,0,0,0,0,0,0,"-412,668.95"
215,15,SEISMIC - DATA PURCHASE,0,"705,113.81",0,0,0,"-114,748.62",0,0,0,0,"-86,238.81",0,0,0,0,0,0,0,0,0,"504,126.38"
215,20,DATA STORAGE & RETRIEVAL,0,"300,384.88",0,0,0,-139.92,0,0,0,0,"2,875.49",0,0,0,0,0,0,0,0,0,"303,120.45"
215,45,CORING & ANALYSIS,0,"337,295.85",0,0,0,"-11,184.60",0,0,0,0,"-11,184.60",0,0,0,0,0,0,0,0,0,"314,926.65"
215,120,CONSULTING SERVICES,0,"27,306.50",0,0,0,"-48,123.77",0,0,0,0,"-48,123.77",0,0,0,0,0,0,0,0,0,"-68,941.04"
215,270,ENVIRONMENTAL COSTS,0,0,0,0,0,"-16,924.64",0,0,0,0,"-16,924.64",0,0,0,0,0,0,0,0,0,"-33,849.28"
215,500,GEOLOGICAL COSTS - OTHER,0,"98,164.25",0,0,0,"-5,505.03",0,0,0,0,"73,054.17",0,0,0,0,0,0,0,0,0,"165,713.39"
215,510,GEOPHYSICAL COSTS - OTHER,0,"740,479.93",0,0,0,"-539,973.39",0,0,0,0,"-539,973.39",0,0,0,0,0,0,0,0,0,"-339,466.85"
215,899,US WIP CLEAR - GEOLOGICAL & GEOPHYSICAL,0,0,0,0,0,0,0,0,0,0,"-267,165.59",0,0,0,0,0,0,0,0,0,"-267,165.59"
215,950,PROVINCIAL / STATE SALES TAX,0,"31,742.28",0,0,0,-0.33,0,0,0,0,-0.33,0,0,0,0,0,0,0,0,0,"31,741.62"
215,955,SALES & USE TAX - DENVER COUNTY,0,0,0,0,0,0,0,0,0,0,"9,179.88",0,0,0,0,0,0,0,0,0,"9,179.88"
215,999,ACCRUAL - GEOLOGICAL & GEOPHYSICAL,0,"-8,717.01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-8,717.01"
215,WCL,WIP CLEAR-GEOLOGICAL & GEOPHYSICAL,0,"-2,287,122.53",0,0,0,"786,801.81",0,0,0,0,"786,801.81",0,0,0,0,0,0,0,0,0,"-713,518.91"
220,5,AB DRILLING CREDITS,0,0,0,0,0,0,0,0,0,0,"123,142.71",0,0,0,0,0,0,0,0,0,"123,142.71"
220,21,SURFACE CASING AND ACCESSORIES,0,"6,089,864.20",0,0,0,"-657,192.12",0,0,0,0,"700,666.45",0,0,0,0,0,0,0,0,0,"6,133,338.53"
220,23,CONTRA ACCOUNT-2% OH DESIGN FEE-220,0,"-4,525,430.22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-4,525,430.22"
220,24,PROJECT OVERHEAD-2% ENG & DESIGN FEE,0,"4,349,643.39",0,0,0,0,0,0,0,0,-325.3,0,0,0,0,0,0,0,0,0,"4,349,318.09"
220,25,ADMINISTRATIVE OVERHEAD,0,"2,819,246.78",0,0,0,"-107,874.35",0,0,0,0,"145,616.77",0,0,0,0,0,0,0,0,0,"2,856,989.20"
220,30,CONDUCTOR HOLE,0,"911,154.54",0,0,0,"-195,680.76",0,0,0,0,"84,552.31",0,0,0,0,0,0,0,0,0,"800,026.09"
220,35,CONSTRUCTION SUPERVISION,0,"1,604,356.71",0,0,0,"-42,087.56",0,0,0,0,"-34,993.67",0,0,0,0,0,0,0,0,0,"1,527,275.48"
220,45,CORING & ANALYSIS,0,"99,468.70",0,0,0,"-138,123.90",0,0,0,0,"-145,084.74",0,0,0,0,0,0,0,0,0,"-183,739.94"
220,50,MUD SYSTEM RENTALS,0,"1,619,685.33",0,0,0,"-418,531.48",0,0,0,0,"2,753,594.73",0,0,0,0,0,0,0,0,0,"3,954,748.58"
220,55,CAMP & SUBSISTENCE,0,"3,882,364.55",0,0,0,"-273,362.22",0,0,0,0,"757,708.23",0,0,0,0,0,0,0,0,0,"4,366,710.56"
220,65,POWER TONGS,0,"1,821,580.26",0,0,0,"-158,204.66",0,0,0,0,"1,027,961.56",0,0,0,0,0,0,0,0,0,"2,691,337.16"
220,70,RIG & CAMP MOVE,0,"9,544,855.04",0,0,0,"-1,426,555.43",0,0,0,0,"3,124,382.00",0,0,0,0,0,0,0,0,0,"11,242,681.61"
220,75,CEMENTING - DRILLING,0,"11,619,788.20",0,0,0,"-861,069.16",0,0,0,0,"2,918,624.43",0,0,0,0,0,0,0,0,0,"13,677,343.47"
220,80,SURFACE & INTERMEDIATE CASING,0,0,0,0,0,"-75,041.35",0,0,0,0,"-75,041.35",0,0,0,0,0,0,0,0,0,"-150,082.70"
220,81,INTERMEDIATE CASING AND ACCESSORIES,0,"27,004,963.15",0,0,0,"-1,516,064.11",0,0,0,0,"9,850,872.70",0,0,0,0,0,0,0,0,0,"35,339,771.74"
220,90,WELLSITE & ROAD ACCESS CONSTRUCTION,0,"9,199,853.63",0,0,0,"-1,093,803.26",0,0,0,0,"866,261.31",0,0,0,0,0,0,0,0,0,"8,972,311.68"
220,91,SURVEY,0,"2,366,580.61",0,0,0,"-513,844.38",0,0,0,0,"157,284.21",0,0,0,0,0,0,0,0,0,"2,010,020.44"
220,92,DAMAGE CLAIMS,0,"65,227.55",0,0,0,"-25,584.51",0,0,0,0,"281,956.24",0,0,0,0,0,0,0,0,0,"321,599.28"
220,93,LEGAL/REGULATORY FEES,0,42,0,0,0,"-133,461.33",0,0,0,0,"840,957.22",0,0,0,0,0,0,0,0,0,"707,537.89"
220,95,VACUUM TRUCK,0,"2,697,877.17",0,0,0,"-73,055.53",0,0,0,0,"198,872.60",0,0,0,0,0,0,0,0,0,"2,823,694.24"
220,100,WATER,0,"2,679,235.71",0,0,0,"-637,668.19",0,0,0,0,"-458,956.14",0,0,0,0,0,0,0,0,0,"1,582,611.38"
220,120,CONSULTING SERVICES,0,"12,750.00",0,0,0,"-107,740.51",0,0,0,0,"-43,910.26",0,0,0,0,0,0,0,0,0,"-138,900.77"
220,140,CONTRACT SERVICES,0,"22,400.44",0,0,0,"-273,934.34",0,0,0,0,"50,606.39",0,0,0,0,0,0,0,0,0,"-200,927.51"
220,150,CREW TRAVEL,0,"13,120.26",0,0,0,"-3,021.45",0,0,0,0,"-2,983.68",0,0,0,0,0,0,0,0,0,"7,115.13"
220,190,DRILL PIPE,0,"2,883,245.57",0,0,0,"-353,221.81",0,0,0,0,"-79,018.73",0,0,0,0,0,0,0,0,0,"2,451,005.03"
220,195,DRILLING - DAYWORK,0,"24,192,035.48",0,0,0,"-5,378,173.80",0,0,0,0,"12,621,541.13",0,0,0,0,0,0,0,0,0,"31,435,402.81"
220,200,DRILLING - DIRECTIONAL SERVICES,0,"16,434,587.69",0,0,0,"-2,097,011.43",0,0,0,0,"8,134,276.19",0,0,0,0,0,0,0,0,0,"22,471,852.45"
220,205,DRILLING - FOOTAGE CONTRACTS,0,"99,415.50",0,0,0,"-460,826.21",0,0,0,0,"-84,579.33",0,0,0,0,0,0,0,0,0,"-445,990.04"
220,210,DRILLING BITS & REAMERS,0,"6,981,215.86",0,0,0,"-688,332.64",0,0,0,0,"2,369,179.25",0,0,0,0,0,0,0,0,0,"8,662,062.47"
220,215,DRILLING MUD & CHEMICALS,0,"10,047,656.15",0,0,0,"-1,860,056.82",0,0,0,0,"8,287,291.45",0,0,0,0,0,0,0,0,0,"16,474,890.78"
220,220,DRILLING SUPERVISION,0,"5,596,317.55",0,0,0,"-419,001.92",0,0,0,0,"1,781,414.85",0,0,0,0,0,0,0,0,0,"6,958,730.48"
220,225,DRILLING TAXES,0,0,0,0,0,"-1,517.01",0,0,0,0,"-1,517.01",0,0,0,0,0,0,0,0,0,"-3,034.02"
220,230,DRILLING WASTE DISPOSAL,0,"4,313,424.86",0,0,0,"-449,847.23",0,0,0,0,"3,495,114.35",0,0,0,0,0,0,0,0,0,"7,358,691.98"
220,235,DO NOT USE -DRILLSTEM TEST,0,"9,539.02",0,0,0,"-20,429.71",0,0,0,0,"-20,521.93",0,0,0,0,0,0,0,0,0,"-31,412.62"
220,255,3RD PARTY ENGINEERING,0,"42,278.53",0,0,0,"-10,224.52",0,0,0,0,"-8,779.41",0,0,0,0,0,0,0,0,0,"23,274.60"
220,275,ENVIRONMENTAL SERVICES,0,"2,943,988.03",0,0,0,"-460,500.08",0,0,0,0,"-269,912.68",0,0,0,0,0,0,0,0,0,"2,213,575.27"
220,285,EQUIPMENT RENTALS,0,"7,306,018.81",0,0,0,"-1,406,169.34",0,0,0,0,"2,253,488.28",0,0,0,0,0,0,0,0,0,"8,153,337.75"
220,300,FISHING TOOLS,0,"396,376.09",0,0,0,"-61,464.12",0,0,0,0,"-57,013.39",0,0,0,0,0,0,0,0,0,"277,898.58"
220,345,BOILER,0,"2,037,501.78",0,0,0,"-36,506.14",0,0,0,0,"253,828.55",0,0,0,0,0,0,0,0,0,"2,254,824.19"
